geographic_unit_fips,baseline_dem,baseline_gop,baseline_turnout
5000561525,0.4411054351680368,0.5167715544368842,0.7462614568258563
5000562200,0.4916407749526597,0.45314683090905183,0.49723399246704336
5000564075,0.42106337624281065,0.4953165205419318,0.527060270602706
5000569925,0.6322495987964696,0.2902287865254837,0.553639846743295
5000571575,0.39656881644218367,0.5602491056337621,0.5439965322930213
5000575700,0.5029357438781462,0.4300596686668189,0.6005711954304365
5000577125,0.3924635404007245,0.5622947685105395,0.6270566727605119
5000583500,0.45241001430027006,0.4865248223390344,0.5553892215568862
5000706550,0.581226510129181,0.3720715265875261,0.7222832052689352
5000710675,0.7640817715685608,0.18034442750828664,0.519392665265125
5000713300,0.644642853808929,0.3178173909517279,0.8552751250568441
5000714875,0.5437974020401781,0.41424831423989794,0.53682338236708
5000724175,0.5972809964029184,0.3561155089455017,0.7019495126218446
5000733475,0.6232722996769753,0.3363024057341948,0.7326279668287103
5000734600,0.6596399856948371,0.2850924956218372,0.789787798408488
5000736700,0.5842462953762294,0.3757097700402184,0.8170931334539502
5000745250,0.43537285199237075,0.5181995379982927,0.562229938271605
5000759275,0.6414487603323743,0.3161234037621928,0.8003246753246753
5000762050,0.5455851490541224,0.41001211472691923,0.6263190564866543
5000764300,0.645525276112047,0.32396520835020837,0.7770497311827956
5000766175,0.6486030838584921,0.3122880735758,0.6598675149209681
5000773975,0.6008882739692054,0.3592798804217164,0.8281022958442313
5000780350,0.5431499900252739,0.4051263243607041,0.672449169930983
5000784475,0.572801834002005,0.38972734311947266,0.7411065386374028
5000785150,0.6976486717329595,0.24603164486731532,0.5240464344941957
5000906325,0.39306670556670553,0.5184070934070935,0.5025380710659899
5000908725,0.399924344815765,0.5485960444521676,0.5375782881002088
5000910075,0.37729066388388655,0.5776109985585866,0.730593607305936
5000911800,0.4283942729887011,0.512392225657595,0.5555555555555556
5000915250,0.3498820067506054,0.5776454190072318,0.5423728813559322
5000921250,0.39421705088725456,0.5298486737457195,0.5925925925925927
5000929125,0.4079032882209286,0.542274994274427,0.6505376344086022
5000930775,0.3877722373900825,0.5522273958120614,0.5006337135614702
5000939700,0.3636680667581089,0.5708786091855045,0.6337448559670782
